arrival_time;stop_id;stop_sequence
12:54;87413013;4
20:40;87384008;0
22:02;87411017;1
22:25;87413385;2
22:39;87413344;3
22:54;87413013;4
21:40;87384008;0
23:02;87411017;1
23:48;87413013;2
07:40;87384008;0
09:02;87411017;1
09:25;87413385;2
09:39;87413344;3
09:54;87413013;4
17:39;87384008;0
19:02;87411017;1
19:25;87413385;2
19:39;87413344;3
19:54;87413013;4
21:04;87384008;0
23:02;87411017;1
23:48;87413013;2
08:40;87384008;0
10:02;87411017;1
10:25;87413385;2
10:39;87413344;3
10:55;87413013;4
09:40;87384008;0
11:02;87411017;1
11:48;87413013;2
09:40;87384008;0
11:02;87411017;1
11:25;87413385;2
11:39;87413344;3
11:54;87413013;4
16:40;87384008;0
18:02;87411017;1
18:25;87413385;2
18:39;87413344;3
18:54;87413013;4
09:40;87384008;0
11:03;87411017;1
11:25;87413385;2
11:39;87413344;3
11:54;87413013;4
16:40;87384008;0
18:02;87411017;1
18:25;87413385;2
18:39;87413344;3
18:54;87413013;4
09:08;87384008;0
11:03;87411017;1
11:25;87413385;2
11:39;87413344;3
11:54;87413013;4
08:40;87384008;0
10:02;87411017;1
10:25;87413385;2
10:39;87413344;3
10:54;87413013;4
17:40;87384008;0
19:02;87411017;1
19:48;87413013;2
20:40;87384008;0
22:02;87411017;1
22:25;87413385;2
22:39;87413344;3
22:54;87413013;4
17:40;87384008;0
19:02;87411017;1
19:25;87413385;2
19:39;87413344;3
19:54;87413013;4
07:08;87384008;0
08:15;87415604;1
08:24;87415620;2
08:41;87415877;3
08:52;87411207;4
09:02;87411017;5
09:25;87413385;6
09:39;87413344;7
09:54;87413013;8
19:22;87384008;0
21:02;87411017;1
21:48;87413013;2
19:40;87384008;0
21:02;87411017;1
21:48;87413013;2
11:40;87384008;0
12:50;87411017;1
13:36;87413013;2
14:40;87384008;0
16:02;87411017;1
16:25;87413385;2
16:39;87413344;3
16:54;87413013;4
11:38;87384008;0
12:50;87411017;1
13:36;87413013;2
14:40;87384008;0
16:02;87411017;1
16:25;87413385;2
16:39;87413344;3
16:54;87413013;4
14:40;87384008;0
16:02;87411017;1
16:25;87413385;2
16:39;87413344;3
16:54;87413013;4
14:40;87384008;0
16:02;87411017;1
16:25;87413385;2
16:39;87413344;3
16:54;87413013;4
18:41;87384008;0
20:02;87411017;1
20:25;87413385;2
20:39;87413344;3
20:54;87413013;4
11:40;87384008;0
13:02;87411017;1
13:48;87413013;2
07:40;87384008;0
09:02;87411017;1
09:25;87413385;2
09:39;87413344;3
09:54;87413013;4
19:40;87384008;0
21:02;87411017;1
21:48;87413013;2
10:38;87384008;0
12:02;87411017;1
12:25;87413385;2
12:39;87413344;3
12:54;87413013;4
17:12;87384008;0
17:49;87381509;1
18:03;87415604;2
18:12;87415620;3
18:27;87415877;4
18:36;87411207;5
18:46;87411017;6
18:11;87384008;0
18:50;87381509;1
19:03;87415604;2
19:13;87415620;3
19:27;87415877;4
19:36;87411207;5
19:46;87411017;6
18:11;87384008;0
18:49;87381509;1
19:03;87415604;2
19:12;87415620;3
19:27;87415877;4
19:36;87411207;5
19:46;87411017;6
17:50;87384008;0
18:40;87415604;1
18:49;87415620;2
19:04;87415877;3
19:13;87411207;4
19:24;87411017;5
17:48;87384008;0
18:40;87415604;1
18:49;87415620;2
19:04;87415877;3
19:13;87411207;4
19:24;87411017;5
21:33;87384008;0
22:37;87415604;1
22:46;87415620;2
22:58;87415877;3
23:06;87411207;4
23:16;87411017;5
20:12;87384008;0
20:53;87381509;1
21:06;87415604;2
21:15;87415620;3
21:30;87415877;4
21:39;87411207;5
21:49;87411017;6
22:12;87384008;0
22:49;87381509;1
23:03;87415604;2
23:12;87415620;3
23:27;87415877;4
23:36;87411207;5
23:46;87411017;6
22:12;87384008;0
22:50;87381509;1
23:03;87415604;2
23:12;87415620;3
23:27;87415877;4
23:36;87411207;5
23:46;87411017;6
21:12;87384008;0
21:50;87381509;1
22:03;87415604;2
22:12;87415620;3
22:27;87415877;4
22:36;87411207;5
22:46;87411017;6
19:12;87384008;0
20:03;87415604;1
20:12;87415620;2
20:27;87415877;3
20:36;87411207;4
20:46;87411017;5
18:50;87384008;0
19:40;87415604;1
19:49;87415620;2
20:04;87415877;3
20:13;87411207;4
20:24;87411017;5
21:39;87384008;0
23:03;87415604;1
23:12;87415620;2
23:27;87415877;3
23:36;87411207;4
23:46;87411017;5
20:12;87384008;0
20:48;87381509;1
21:03;87415604;2
21:14;87415620;3
21:29;87415877;4
21:38;87411207;5
21:49;87411017;6
19:11;87384008;0
20:03;87415604;1
20:12;87415620;2
20:27;87415877;3
20:36;87411207;4
20:46;87411017;5
20:12;87384008;0
20:49;87381509;1
21:03;87415604;2
21:14;87415620;3
21:29;87415877;4
21:38;87411207;5
21:49;87411017;6
19:11;87384008;0
20:03;87415604;1
20:12;87415620;2
20:27;87415877;3
20:36;87411207;4
20:46;87411017;5
19:49;87384008;0
20:49;87381509;1
21:03;87415604;2
21:12;87415620;3
21:27;87415877;4
21:36;87411207;5
21:46;87411017;6
22:10;87384008;0
22:49;87381509;1
23:03;87415604;2
23:12;87415620;3
23:27;87415877;4
23:36;87411207;5
23:46;87411017;6
22:12;87384008;0
23:03;87415604;1
23:12;87415620;2
23:27;87415877;3
23:36;87411207;4
23:46;87411017;5
18:12;87384008;0
18:49;87381509;1
19:03;87415604;2
19:12;87415620;3
19:27;87415877;4
19:36;87411207;5
19:46;87411017;6
20:12;87384008;0
20:49;87381509;1
21:03;87415604;2
21:12;87415620;3
21:27;87415877;4
21:36;87411207;5
21:46;87411017;6
18:11;87384008;0
18:50;87381509;1
19:03;87415604;2
19:12;87415620;3
19:27;87415877;4
19:37;87411207;5
19:47;87411017;6
18:52;87384008;0
20:03;87415604;1
20:12;87415620;2
20:27;87415877;3
20:36;87411207;4
20:46;87411017;5
18:48;87384008;0
19:40;87415604;1
19:49;87415620;2
20:04;87415877;3
20:13;87411207;4
20:24;87411017;5
17:37;87384008;0
18:49;87381509;1
19:03;87415604;2
19:12;87415620;3
19:27;87415877;4
19:36;87411207;5
19:46;87411017;6
22:08;87384008;0
22:49;87381509;1
23:03;87415604;2
23:12;87415620;3
23:27;87415877;4
23:36;87411207;5
23:46;87411017;6
21:10;87384008;0
22:03;87415604;1
22:12;87415620;2
22:27;87415877;3
22:36;87411207;4
22:46;87411017;5
21:12;87384008;0
22:03;87415604;1
22:12;87415620;2
22:27;87415877;3
22:36;87411207;4
22:46;87411017;5
08:13;87384008;0
08:50;87381509;1
09:03;87415604;2
09:12;87415620;3
09:27;87415877;4
09:36;87411207;5
09:46;87411017;6
08:12;87384008;0
08:49;87381509;1
09:03;87415604;2
09:13;87415620;3
09:27;87415877;4
09:36;87411207;5
09:46;87411017;6
08:12;87384008;0
08:50;87381509;1
09:03;87415604;2
09:12;87415620;3
09:27;87415877;4
09:36;87411207;5
09:46;87411017;6
10:10;87384008;0
10:50;87381509;1
11:03;87415604;2
11:12;87415620;3
11:27;87415877;4
11:36;87411207;5
11:46;87411017;6
10:53;87384008;0
12:03;87415604;1
12:12;87415620;2
12:27;87415877;3
12:36;87411207;4
12:46;87411017;5
10:11;87384008;0
10:49;87381509;1
11:03;87415604;2
11:12;87415620;3
11:27;87415877;4
11:36;87411207;5
11:46;87411017;6
10:11;87384008;0
10:50;87381509;1
11:03;87415604;2
11:12;87415620;3
11:27;87415877;4
11:36;87411207;5
11:46;87411017;6
06:10;87384008;0
06:49;87381509;1
07:03;87415604;2
07:12;87415620;3
07:27;87415877;4
07:39;87411207;5
07:48;87411017;6
06:12;87384008;0
06:49;87381509;1
07:03;87415604;2
07:12;87415620;3
07:27;87415877;4
07:39;87411207;5
07:48;87411017;6
05:44;87384008;0
06:34;87415604;1
06:43;87415620;2
06:58;87415877;3
07:07;87411207;4
07:20;87411017;5
05:46;87384008;0
06:34;87415604;1
06:43;87415620;2
06:58;87415877;3
07:07;87411207;4
07:20;87411017;5
06:12;87384008;0
06:46;87381509;1
07:03;87415604;2
07:12;87415620;3
07:27;87415877;4
07:33;87415661;5
07:39;87411207;6
07:48;87411017;7
07:12;87384008;0
08:03;87415604;1
08:12;87415620;2
08:27;87415877;3
08:36;87411207;4
08:46;87411017;5
07:12;87384008;0
08:03;87415604;1
08:12;87415620;2
08:27;87415877;3
08:33;87415661;4
08:39;87411207;5
08:48;87411017;6
08:12;87384008;0
08:49;87381509;1
09:03;87415604;2
09:12;87415620;3
09:27;87415877;4
09:36;87411207;5
09:46;87411017;6
06:10;87384008;0
06:46;87381509;1
07:03;87415604;2
07:12;87415620;3
07:27;87415877;4
07:33;87415661;5
07:39;87411207;6
07:48;87411017;7
07:10;87384008;0
08:03;87415604;1
08:12;87415620;2
08:27;87415877;3
08:33;87415661;4
08:39;87411207;5
08:48;87411017;6
07:10;87384008;0
08:03;87415604;1
08:12;87415620;2
08:27;87415877;3
08:36;87411207;4
08:46;87411017;5
11:12;87384008;0
12:03;87415604;1
12:12;87415620;2
12:27;87415877;3
12:36;87411207;4
12:46;87411017;5
15:39;87384008;0
16:49;87381509;1
17:03;87415604;2
17:12;87415620;3
17:27;87415877;4
17:36;87411207;5
17:46;87411017;6
16:11;87384008;0
16:50;87381509;1
17:03;87415604;2
17:13;87415620;3
17:27;87415877;4
17:36;87411207;5
17:46;87411017;6
15:11;87384008;0
16:03;87415604;1
16:12;87415620;2
16:27;87415877;3
16:36;87411207;4
16:46;87411017;5
16:12;87384008;0
16:50;87381509;1
17:03;87415604;2
17:13;87415620;3
17:27;87415877;4
17:36;87411207;5
17:46;87411017;6
16:12;87384008;0
16:49;87381509;1
17:03;87415604;2
17:12;87415620;3
17:27;87415877;4
17:36;87411207;5
17:46;87411017;6
17:11;87384008;0
18:03;87415604;1
18:12;87415620;2
18:27;87415877;3
18:36;87411207;4
18:46;87411017;5
17:11;87384008;0
17:49;87381509;1
18:03;87415604;2
18:12;87415620;3
18:27;87415877;4
18:36;87411207;5
18:46;87411017;6
17:12;87384008;0
18:03;87415604;1
18:12;87415620;2
18:27;87415877;3
18:36;87411207;4
18:46;87411017;5
17:12;87384008;0
18:03;87415604;1
18:12;87415620;2
18:27;87415877;3
18:36;87411207;4
18:46;87411017;5
17:11;87384008;0
18:03;87415604;1
18:12;87415620;2
18:27;87415877;3
18:36;87411207;4
18:46;87411017;5
12:12;87384008;0
12:49;87381509;1
13:03;87415604;2
13:12;87415620;3
13:27;87415877;4
13:36;87411207;5
13:46;87411017;6
12:12;87384008;0
12:50;87381509;1
13:03;87415604;2
13:12;87415620;3
13:27;87415877;4
13:36;87411207;5
13:46;87411017;6
15:12;87384008;0
16:03;87415604;1
16:12;87415620;2
16:27;87415877;3
16:36;87411207;4
16:46;87411017;5
14:12;87384008;0
14:50;87381509;1
15:03;87415604;2
15:12;87415620;3
15:27;87415877;4
15:36;87411207;5
15:46;87411017;6
14:12;87384008;0
14:49;87381509;1
15:03;87415604;2
15:12;87415620;3
15:27;87415877;4
15:36;87411207;5
15:46;87411017;6
18:25;87415018;0
18:40;87415158;1
18:53;87411819;2
18:59;87411801;3
19:12;87411017;4
20:50;87384008;5
18:25;87415018;0
18:40;87415158;1
18:53;87411819;2
18:59;87411801;3
19:12;87411017;4
20:48;87384008;5
10:02;87413013;0
10:17;87413344;1
10:30;87413385;2
10:53;87411017;3
12:23;87384008;4
09:02;87413013;0
09:17;87413344;1
09:30;87413385;2
09:53;87411017;3
11:23;87384008;4
20:07;87413013;0
20:53;87411017;1
22:39;87384008;2
10:02;87413013;0
10:17;87413344;1
10:30;87413385;2
10:53;87411017;3
12:24;87384008;4
09:08;87413013;0
09:53;87411017;1
11:23;87384008;2
12:02;87413013;0
12:17;87413344;1
12:30;87413385;2
12:53;87411017;3
14:22;87384008;4
12:02;87413013;0
12:17;87413344;1
12:30;87413385;2
12:53;87411017;3
14:23;87384008;4
13:08;87413013;0
13:53;87411017;1
15:44;87384008;2
11:08;87413013;0
11:53;87411017;1
13:25;87384008;2
11:08;87413013;0
11:53;87411017;1
13:23;87384008;2
11:08;87413013;0
11:53;87411017;1
13:43;87384008;2
08:02;87413013;0
08:17;87413344;1
08:30;87413385;2
08:53;87411017;3
10:34;87384008;4
08:02;87413013;0
08:17;87413344;1
08:30;87413385;2
08:53;87411017;3
10:30;87384008;4
08:02;87413013;0
08:17;87413344;1
08:30;87413385;2
08:53;87411017;3
10:23;87384008;4
09:20;87413013;0
10:06;87411017;1
11:24;87384008;2
09:20;87413013;0
10:06;87411017;1
11:23;87384008;2
18:02;87413013;0
18:17;87413344;1
18:30;87413385;2
18:53;87411017;3
20:23;87384008;4
18:02;87413013;0
18:17;87413344;1
18:30;87413385;2
18:53;87411017;3
20:23;87384008;4
17:02;87413013;0
17:17;87413344;1
17:30;87413385;2
17:53;87411017;3
19:24;87384008;4
07:08;87413013;0
07:53;87411017;1
09:23;87384008;2
14:02;87413013;0
14:17;87413344;1
14:30;87413385;2
14:53;87411017;3
16:34;87384008;4
12:02;87413013;0
12:17;87413344;1
12:30;87413385;2
12:53;87411017;3
14:22;87384008;4
12:02;87413013;0
12:17;87413344;1
12:30;87413385;2
12:53;87411017;3
14:35;87384008;4
15:08;87413013;0
15:54;87411017;1
17:23;87384008;2
13:16;87413013;0
13:31;87413344;1
13:44;87413385;2
14:07;87411017;3
14:19;87411207;4
14:31;87415877;5
14:45;87415620;6
14:53;87415604;7
16:00;87384008;8
14:02;87413013;0
14:17;87413344;1
14:30;87413385;2
14:53;87411017;3
16:23;87384008;4
10:02;87413013;0
10:17;87413344;1
10:30;87413385;2
10:53;87411017;3
12:47;87384008;4
09:08;87413013;0
09:53;87411017;1
11:23;87384008;2
09:02;87413013;0
09:17;87413344;1
09:30;87413385;2
09:53;87411017;3
11:49;87384008;4
10:02;87413013;0
10:17;87413344;1
10:30;87413385;2
10:53;87411017;3
12:34;87384008;4
12:02;87413013;0
12:17;87413344;1
12:30;87413385;2
12:53;87411017;3
14:23;87384008;4
10:02;87413013;0
10:17;87413344;1
10:30;87413385;2
10:53;87411017;3
12:23;87384008;4
18:02;87413013;0
18:17;87413344;1
18:30;87413385;2
18:53;87411017;3
20:23;87384008;4
08:02;87413013;0
08:17;87413344;1
08:30;87413385;2
08:53;87411017;3
10:23;87384008;4
07:02;87413013;0
07:17;87413344;1
07:30;87413385;2
07:53;87411017;3
09:23;87384008;4
08:02;87413013;0
08:17;87413344;1
08:30;87413385;2
08:53;87411017;3
10:23;87384008;4
08:02;87413013;0
08:17;87413344;1
08:30;87413385;2
08:53;87411017;3
10:24;87384008;4
07:08;87413013;0
07:53;87411017;1
09:23;87384008;2
06:02;87413013;0
06:17;87413344;1
06:30;87413385;2
06:53;87411017;3
08:18;87384008;4
20:07;87413013;0
20:53;87411017;1
22:22;87384008;2
07:01;87413013;0
07:16;87413344;1
07:30;87413385;2
07:53;87411017;3
09:20;87384008;4
06:58;87413013;0
07:43;87411017;1
09:15;87384008;2
07:01;87413013;0
07:16;87413344;1
07:30;87413385;2
07:53;87411017;3
09:18;87384008;4
20:07;87413013;0
20:53;87411017;1
22:23;87384008;2
20:07;87413013;0
20:53;87411017;1
22:23;87384008;2
09:08;87413013;0
09:53;87411017;1
11:48;87384008;2
06:02;87413013;0
06:17;87413344;1
06:30;87413385;2
06:53;87411017;3
08:20;87384008;4
19:02;87413013;0
19:17;87413344;1
19:30;87413385;2
19:53;87411017;3
21:23;87384008;4
21:02;87413013;0
21:17;87413344;1
21:30;87413385;2
21:53;87411017;3
23:25;87384008;4
16:02;87413013;0
16:17;87413344;1
16:30;87413385;2
16:53;87411017;3
18:23;87384008;4
17:02;87413013;0
17:17;87413344;1
17:30;87413385;2
17:53;87411017;3
19:23;87384008;4
09:20;87413013;0
10:06;87411017;1
11:24;87384008;2
09:20;87413013;0
10:06;87411017;1
11:23;87384008;2
17:02;87413013;0
17:17;87413344;1
17:30;87413385;2
17:53;87411017;3
19:34;87384008;4
21:02;87413013;0
21:17;87413344;1
21:30;87413385;2
21:53;87411017;3
23:23;87384008;4
15:02;87413013;0
15:17;87413344;1
15:30;87413385;2
15:54;87411017;3
17:23;87384008;4
20:07;87413013;0
20:53;87411017;1
22:23;87384008;2
17:02;87413013;0
17:17;87413344;1
17:30;87413385;2
17:53;87411017;3
19:23;87384008;4
21:02;87413013;0
21:17;87413344;1
21:30;87413385;2
21:53;87411017;3
23:30;87384008;4
21:02;87413013;0
21:17;87413344;1
21:30;87413385;2
21:53;87411017;3
23:23;87384008;4
18:02;87413013;0
18:17;87413344;1
18:30;87413385;2
18:53;87411017;3
20:23;87384008;4
05:20;87413013;0
05:35;87413344;1
05:49;87413385;2
06:12;87411017;3
07:40;87384008;4
18:02;87413013;0
18:17;87413344;1
18:30;87413385;2
18:53;87411017;3
20:51;87384008;4
05:20;87413013;0
05:35;87413344;1
05:49;87413385;2
06:12;87411017;3
07:38;87384008;4
15:02;87413013;0
15:17;87413344;1
15:30;87413385;2
15:54;87411017;3
17:23;87384008;4
19:02;87413013;0
19:17;87413344;1
19:30;87413385;2
19:53;87411017;3
21:28;87384008;4
16:02;87413013;0
16:17;87413344;1
16:30;87413385;2
16:53;87411017;3
18:36;87384008;4
16:02;87413013;0
16:17;87413344;1
16:30;87413385;2
16:53;87411017;3
18:23;87384008;4
19:02;87413013;0
19:17;87413344;1
19:30;87413385;2
19:53;87411017;3
21:23;87384008;4
13:08;87413013;0
13:53;87411017;1
15:23;87384008;2
13:08;87413013;0
13:53;87411017;1
15:23;87384008;2
13:08;87413013;0
13:53;87411017;1
15:23;87384008;2
14:02;87413013;0
14:17;87413344;1
14:30;87413385;2
14:53;87411017;3
16:23;87384008;4
15:08;87413013;0
15:54;87411017;1
17:23;87384008;2
14:02;87413013;0
14:17;87413344;1
14:30;87413385;2
14:53;87411017;3
16:23;87384008;4
14:02;87413013;0
14:17;87413344;1
14:30;87413385;2
14:53;87411017;3
16:23;87384008;4
05:35;87411017;0
05:45;87411207;1
05:53;87415877;2
06:09;87415620;3
06:17;87415604;4
06:31;87381509;5
07:17;87384008;6
05:35;87411017;0
05:45;87411207;1
05:53;87415877;2
06:09;87415620;3
06:17;87415604;4
06:31;87381509;5
07:15;87384008;6
13:13;87411017;0
13:22;87411207;1
13:31;87415877;2
13:46;87415620;3
13:54;87415604;4
14:08;87381509;5
14:50;87384008;6
13:13;87411017;0
13:22;87411207;1
13:31;87415877;2
13:46;87415620;3
13:54;87415604;4
14:08;87381509;5
14:48;87384008;6
13:11;87411017;0
13:19;87411207;1
13:31;87415877;2
13:46;87415620;3
13:54;87415604;4
14:48;87384008;5
05:13;87411017;0
05:23;87411207;1
05:32;87415877;2
05:48;87415620;3
05:56;87415604;4
06:10;87381509;5
06:54;87384008;6
05:13;87411017;0
05:23;87411207;1
05:32;87415877;2
05:48;87415620;3
05:56;87415604;4
06:10;87381509;5
06:55;87384008;6
13:11;87411017;0
13:19;87411207;1
13:31;87415877;2
13:46;87415620;3
13:54;87415604;4
14:50;87384008;5
20:13;87411017;0
20:22;87411207;1
20:31;87415877;2
20:46;87415620;3
20:54;87415604;4
21:48;87384008;5
13:13;87411017;0
13:22;87411207;1
13:31;87415877;2
13:46;87415620;3
13:54;87415604;4
14:08;87381509;5
14:50;87384008;6
06:35;87411017;0
06:45;87411207;1
06:53;87415877;2
07:09;87415620;3
07:17;87415604;4
08:15;87384008;5
06:35;87411017;0
06:45;87411207;1
06:53;87415877;2
07:09;87415620;3
07:17;87415604;4
08:17;87384008;5
20:13;87411017;0
20:22;87411207;1
20:31;87415877;2
20:46;87415620;3
20:54;87415604;4
21:08;87381509;5
21:48;87384008;6
20:13;87411017;0
20:22;87411207;1
20:31;87415877;2
20:46;87415620;3
20:54;87415604;4
21:08;87381509;5
21:50;87384008;6
06:13;87411017;0
06:22;87411207;1
06:31;87415877;2
06:46;87415620;3
06:54;87415604;4
07:08;87381509;5
07:50;87384008;6
06:13;87411017;0
06:22;87411207;1
06:31;87415877;2
06:46;87415620;3
06:54;87415604;4
07:08;87381509;5
07:48;87384008;6
06:07;87411017;0
06:18;87411207;1
06:28;87415877;2
06:44;87415620;3
06:52;87415604;4
07:07;87381509;5
07:50;87384008;6
13:13;87411017;0
13:22;87411207;1
13:31;87415877;2
13:46;87415620;3
13:54;87415604;4
14:50;87384008;5
17:13;87411017;0
17:22;87411207;1
17:31;87415877;2
17:46;87415620;3
17:54;87415604;4
18:50;87384008;5
15:13;87411017;0
15:22;87411207;1
15:31;87415877;2
15:46;87415620;3
15:54;87415604;4
16:08;87381509;5
16:50;87384008;6
14:13;87411017;0
14:22;87411207;1
14:31;87415877;2
14:46;87415620;3
14:54;87415604;4
15:08;87381509;5
15:48;87384008;6
15:13;87411017;0
15:22;87411207;1
15:31;87415877;2
15:46;87415620;3
15:54;87415604;4
16:08;87381509;5
16:48;87384008;6
16:13;87411017;0
16:22;87411207;1
16:31;87415877;2
16:46;87415620;3
16:54;87415604;4
17:08;87381509;5
17:48;87384008;6
16:13;87411017;0
16:22;87411207;1
16:31;87415877;2
16:46;87415620;3
16:54;87415604;4
17:48;87384008;5
16:13;87411017;0
16:22;87411207;1
16:31;87415877;2
16:46;87415620;3
16:54;87415604;4
17:50;87384008;5
16:13;87411017;0
16:22;87411207;1
16:31;87415877;2
16:46;87415620;3
16:54;87415604;4
17:08;87381509;5
17:50;87384008;6
21:13;87411017;0
21:21;87411207;1
21:31;87415877;2
21:46;87415620;3
21:54;87415604;4
22:48;87384008;5
17:13;87411017;0
17:22;87411207;1
17:28;87415661;2
17:34;87415877;3
17:46;87415620;4
17:54;87415604;5
18:50;87384008;6
13:13;87411017;0
13:22;87411207;1
13:31;87415877;2
13:46;87415620;3
13:54;87415604;4
14:48;87384008;5
21:13;87411017;0
21:21;87411207;1
21:31;87415877;2
21:46;87415620;3
21:54;87415604;4
23:10;87384008;5
17:13;87411017;0
17:22;87411207;1
17:28;87415661;2
17:34;87415877;3
17:46;87415620;4
17:54;87415604;5
18:49;87384008;6
14:13;87411017;0
14:22;87411207;1
14:31;87415877;2
14:46;87415620;3
14:54;87415604;4
15:08;87381509;5
15:50;87384008;6
17:13;87411017;0
17:22;87411207;1
17:31;87415877;2
17:46;87415620;3
17:54;87415604;4
18:48;87384008;5
21:13;87411017;0
21:22;87411207;1
21:31;87415877;2
21:46;87415620;3
21:54;87415604;4
22:08;87381509;5
22:50;87384008;6
21:13;87411017;0
21:22;87411207;1
21:31;87415877;2
21:46;87415620;3
21:54;87415604;4
22:08;87381509;5
22:48;87384008;6
07:13;87411017;0
07:22;87411207;1
07:31;87415877;2
07:46;87415620;3
07:54;87415604;4
08:50;87384008;5
10:16;87411017;0
10:25;87411207;1
10:34;87415877;2
10:45;87415620;3
10:53;87415604;4
11:08;87381509;5
11:50;87384008;6
